rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,bin_conf
[8.92 8.92 8.92],31970,10668,10703,10599,13,5,3,5,34,34,61,3
[0.59 0.59 0.59],2220,746,742,732,3,1,1,1,8,6,6,0
[0.59 0.59 2.24],4119,710,708,2701,3,1,1,1,8,6,8,0
[0.59 0.59 4.  ],6244,757,725,4762,4,1,1,2,10,9,10,2
[0.59 0.59 6.79],9614,735,732,8147,5,1,1,3,12,11,13,2
[0.59 0.59 7.11],10029,739,697,8593,6,1,1,4,14,13,17,2
[0.59 0.59 8.09],10930,683,743,9504,7,1,1,5,16,15,19,2
[0.59 0.59 8.92],12197,696,712,10789,6,1,0,5,13,13,18,2
[0.59 2.24 0.59],4173,723,2772,678,3,1,1,1,8,6,7,0
[0.59 2.24 2.24],6003,684,2646,2673,3,1,1,1,8,7,7,2
[0.59 2.24 4.  ],8284,707,2697,4880,4,1,1,2,10,9,10,2
[0.59 2.24 6.79],11588,701,2694,8193,6,1,1,4,14,13,17,2
[0.59 2.24 7.11],11724,659,2639,8426,6,1,1,4,14,13,16,2
[0.59 2.24 8.09],13031,678,2647,9706,8,1,1,6,18,17,22,2
[0.59 2.24 8.92],14351,713,2734,10904,7,1,1,5,16,15,19,2
[0.59 4.   0.59],6181,715,4770,696,4,1,1,2,10,9,10,1
[0.59 4.   2.24],8246,712,4863,2671,3,1,1,1,8,7,9,2
[0.59 4.   4.  ],10153,667,4721,4765,4,1,1,2,10,9,10,2
[0.59 4.   6.79],13767,734,4916,8117,6,1,1,4,14,13,16,2
[0.59 4.   7.11],13885,731,4715,8439,6,1,1,4,14,13,16,2
[0.59 4.   8.09],15309,748,4867,9694,6,1,1,4,14,14,21,3
[0.59 4.   8.92],16187,782,4699,10706,8,1,1,6,18,17,22,2
[0.59 6.79 0.59],9511,674,8139,698,5,1,2,2,13,11,17,1
[0.59 6.79 2.24],11459,761,8014,2684,5,2,2,1,14,11,18,2
[0.59 6.79 4.  ],13904,714,8227,4963,5,1,2,2,13,11,19,2
[0.59 6.79 6.79],16943,694,8125,8124,7,1,2,4,17,15,25,2
[0.59 6.79 7.11],17417,755,8099,8563,7,1,2,4,17,17,33,3
[0.59 6.79 8.09],18632,726,8226,9680,7,1,2,4,17,17,27,3
[0.59 6.79 8.92],19536,689,8185,10662,6,1,1,4,14,14,22,3
[0.59 7.11 0.59],9881,708,8477,696,4,1,2,1,11,10,15,1
[0.59 7.11 2.24],11895,723,8533,2639,6,2,3,1,17,11,15,0
[0.59 7.11 4.  ],14183,703,8698,4782,5,1,2,2,13,13,27,3
[0.59 7.11 6.79],17359,656,8456,8247,7,1,2,4,17,17,29,3
[0.59 7.11 7.11],17777,705,8469,8603,9,1,4,4,23,17,30,0
[0.59 7.11 8.09],19118,700,8575,9843,8,1,2,5,19,17,32,2
[0.59 7.11 8.92],19828,697,8496,10635,8,1,2,5,19,17,35,2
[0.59 8.09 0.59],11354,673,9962,719,5,2,2,1,14,11,20,2
[0.59 8.09 2.24],13102,673,9630,2799,5,2,2,1,14,11,19,2
[0.59 8.09 4.  ],15199,694,9660,4845,5,1,2,2,13,12,23,1
[0.59 8.09 6.79],18630,745,9700,8185,7,1,2,4,17,17,34,3
[0.59 8.09 7.11],19121,729,9740,8652,5,1,1,3,12,12,20,0
[0.59 8.09 8.09],19987,667,9621,9699,9,1,4,4,23,21,36,1
[0.59 8.09 8.92],20952,690,9642,10620,8,1,2,5,19,19,31,3
[0.59 8.92 0.59],12106,758,10570,778,7,1,3,3,18,16,30,1
[0.59 8.92 2.24],14051,686,10710,2655,5,1,3,1,14,14,28,3
[0.59 8.92 4.  ],16164,745,10574,4845,5,1,2,2,13,13,24,3
[0.59 8.92 6.79],19749,679,10808,8262,7,1,3,3,18,14,30,0
[0.59 8.92 7.11],19838,723,10672,8443,8,2,2,4,20,17,33,2
[0.59 8.92 8.09],21273,714,10797,9762,8,1,2,5,19,19,36,3
[0.59 8.92 8.92],22052,713,10836,10503,10,1,3,6,24,24,43,3
[2.24 0.59 0.59],4004,2679,625,700,3,1,1,1,8,7,7,1
[2.24 0.59 2.24],6101,2726,715,2660,3,1,1,1,8,8,8,3
[2.24 0.59 4.  ],8132,2652,711,4769,4,1,1,2,10,9,11,2
[2.24 0.59 6.79],11738,2694,756,8288,6,1,1,4,14,13,17,2
[2.24 0.59 7.11],11961,2702,681,8578,6,1,1,4,14,13,16,2
[2.24 0.59 8.09],13195,2717,687,9791,6,1,1,4,14,13,17,2
[2.24 0.59 8.92],14152,2713,751,10688,7,1,1,5,16,15,21,2
[2.24 2.24 0.59],6116,2720,2708,688,3,1,1,1,8,8,8,3
[2.24 2.24 2.24],8153,2793,2741,2619,3,1,1,1,8,7,8,2
[2.24 2.24 4.  ],10145,2631,2699,4815,6,2,1,3,15,13,17,2
[2.24 2.24 6.79],13597,2703,2640,8254,6,1,1,4,14,14,17,3
[2.24 2.24 7.11],14065,2723,2727,8615,7,1,1,5,16,16,20,3
[2.24 2.24 8.09],14918,2572,2650,9696,7,1,1,5,16,15,21,2
[2.24 2.24 8.92],16116,2674,2654,10788,7,1,1,5,16,16,21,3
[2.24 4.   0.59],8141,2655,4726,760,3,1,1,1,8,8,8,3
[2.24 4.   2.24],10130,2657,4860,2613,4,1,1,2,10,10,14,3
[2.24 4.   4.  ],12407,2726,4836,4845,4,1,1,2,10,10,11,3
[2.24 4.   6.79],15725,2726,4885,8114,6,1,1,4,14,14,22,3
[2.24 4.   7.11],16064,2712,4819,8533,6,1,1,4,14,14,17,3
[2.24 4.   8.09],17100,2707,4740,9653,7,1,1,5,16,16,22,3
[2.24 4.   8.92],18358,2688,4766,10904,8,1,1,6,18,18,26,3
[2.24 6.79 0.59],11452,2680,8073,699,4,1,1,2,10,9,12,1
[2.24 6.79 2.24],13858,2776,8335,2747,4,1,2,1,11,11,19,3
[2.24 6.79 4.  ],15854,2749,8250,4855,6,1,2,3,15,15,26,3
[2.24 6.79 6.79],19121,2630,8170,8321,9,2,2,5,22,19,38,2
[2.24 6.79 7.11],19251,2760,8091,8400,7,2,2,3,18,16,25,0
[2.24 6.79 8.09],20469,2718,8200,9551,7,1,1,5,16,16,27,3
[2.24 6.79 8.92],21564,2685,8129,10750,9,1,2,6,21,21,33,3
[2.24 7.11 0.59],11649,2624,8356,669,5,2,1,2,13,12,19,1
[2.24 7.11 2.24],13960,2714,8588,2658,4,1,2,1,11,11,23,3
[2.24 7.11 4.  ],16126,2736,8696,4694,4,1,1,2,10,10,18,3
[2.24 7.11 6.79],19448,2700,8549,8199,7,1,2,4,17,17,29,3
[2.24 7.11 7.11],19743,2700,8406,8637,8,1,2,5,19,19,30,3
[2.24 7.11 8.09],21058,2779,8693,9586,8,1,3,4,20,17,29,1
[2.24 7.11 8.92],21601,2631,8423,10547,9,2,2,5,22,20,33,2
[2.24 8.09 0.59],12920,2617,9599,704,6,2,2,2,16,15,19,1
[2.24 8.09 2.24],15469,2725,10061,2683,4,1,2,1,11,11,20,3
[2.24 8.09 4.  ],17225,2712,9696,4817,6,1,2,3,15,15,30,3
[2.24 8.09 6.79],20602,2715,9787,8100,7,1,2,4,17,16,33,2
[2.24 8.09 7.11],20632,2654,9578,8400,8,2,2,4,20,20,37,3
[2.24 8.09 8.09],22302,2723,9778,9801,9,1,2,6,21,21,37,3
[2.24 8.09 8.92],22977,2662,9581,10734,8,1,2,5,19,19,34,3
[2.24 8.92 0.59],14029,2668,10667,694,6,1,2,3,15,13,20,1
[2.24 8.92 2.24],15924,2616,10684,2624,6,2,2,2,16,16,30,3
[2.24 8.92 4.  ],18226,2733,10710,4783,6,1,3,2,16,16,31,3
[2.24 8.92 6.79],21536,2739,10692,8105,7,1,2,4,17,17,32,3
[2.24 8.92 7.11],21959,2793,10597,8569,7,1,2,4,17,17,34,3
[2.24 8.92 8.09],22958,2723,10744,9491,9,1,3,5,22,22,42,3
[2.24 8.92 8.92],24037,2581,10741,10715,9,1,3,5,22,22,42,3
[4.   0.59 0.59],6205,4838,683,684,5,3,1,1,14,11,14,0
[4.   0.59 2.24],8185,4806,729,2650,5,3,1,1,14,12,16,2
[4.   0.59 4.  ],10394,4862,718,4814,6,2,1,3,15,14,19,2
[4.   0.59 6.79],13847,4801,719,8327,7,2,1,4,17,15,23,2
[4.   0.59 7.11],13952,4735,702,8515,8,2,1,5,19,19,25,3
[4.   0.59 8.09],15221,4809,697,9715,8,2,1,5,19,18,25,2
[4.   0.59 8.92],16380,4810,741,10829,9,3,1,5,22,20,28,2
[4.   2.24 0.59],8229,4781,2705,743,4,2,1,1,11,10,14,1
[4.   2.24 2.24],10322,4821,2804,2697,5,2,2,1,14,10,15,0
[4.   2.24 4.  ],12205,4779,2688,4738,5,2,1,2,13,13,17,3
[4.   2.24 6.79],15580,4822,2674,8084,8,3,1,4,20,17,25,2
[4.   2.24 7.11],15989,4852,2626,8511,9,3,1,5,22,19,27,2
[4.   2.24 8.09],17386,4814,2777,9795,7,2,1,4,17,15,26,2
[4.   2.24 8.92],18041,4694,2724,10623,8,2,1,5,19,19,25,3
[4.   4.   0.59],10194,4770,4724,700,4,2,1,1,11,11,14,3
[4.   4.   2.24],12236,4841,4743,2652,5,3,1,1,14,12,16,2
[4 4 4],14376,4738,4758,4880,5,2,1,2,13,13,19,3
[4.   4.   6.79],17610,4702,4781,8127,7,2,1,4,17,17,26,3
[4.   4.   7.11],17984,4837,4837,8310,9,3,1,5,22,22,31,3
[4.   4.   8.09],19405,4862,4816,9727,9,3,1,5,22,22,30,3
[4.   4.   8.92],20100,4845,4716,10539,9,3,1,5,22,22,30,3
[4.   6.79 0.59],13893,4838,8315,740,6,3,2,1,17,16,25,1
[4.   6.79 2.24],15644,4884,8064,2696,6,3,2,1,17,17,31,3
[4.   6.79 4.  ],17759,4845,8187,4727,8,3,2,3,21,19,32,1
[4.   6.79 6.79],20894,4666,8177,8051,9,3,2,4,23,20,33,2
[4.   6.79 7.11],21436,4845,8070,8521,10,3,2,5,25,22,38,2
[4.   6.79 8.09],22623,4792,8129,9702,10,2,2,6,24,24,39,3
[4.   6.79 8.92],23634,4774,8066,10794,8,2,1,5,19,18,29,2
[4.   7.11 0.59],13976,4754,8538,684,5,2,2,1,14,14,25,3
[4.   7.11 2.24],16158,4786,8728,2644,5,2,2,1,14,14,24,3
[4.   7.11 4.  ],18292,4775,8706,4811,10,2,5,3,27,23,38,1
[4.   7.11 6.79],21256,4799,8417,8040,7,2,2,3,18,17,24,1
[4.   7.11 7.11],22032,4800,8594,8638,9,2,2,5,22,22,43,3
[4.   7.11 8.09],22944,4774,8481,9689,8,2,2,4,20,20,38,3
[4.   7.11 8.92],24060,4827,8664,10569,10,3,2,5,25,23,42,2
[4.   8.09 0.59],15085,4752,9602,731,7,2,3,2,19,16,26,1
[4.   8.09 2.24],17278,4716,9776,2786,6,3,2,1,17,14,30,2
[4.   8.09 4.  ],19338,4856,9621,4861,7,3,2,2,19,19,31,3
[4.   8.09 6.79],22780,4815,9817,8148,10,3,3,4,26,26,47,3
[4.   8.09 7.11],23096,4828,9615,8653,10,3,3,4,26,26,47,3
[4.   8.09 8.09],24338,4855,9760,9723,10,3,2,5,25,25,42,3
[4.   8.09 8.92],25229,4839,9750,10640,10,3,2,5,25,22,41,2
[4.   8.92 0.59],16318,4812,10803,703,7,3,2,2,19,18,33,1
[4.   8.92 2.24],18279,4833,10769,2677,6,3,2,1,17,14,31,2
[4.   8.92 4.  ],20442,4850,10819,4773,8,4,2,2,22,18,31,2
[4.   8.92 6.79],23996,4973,10851,8172,11,4,3,4,29,25,43,2
[4.   8.92 7.11],24212,4753,10734,8725,10,2,3,5,25,25,46,3
[4.   8.92 8.09],25459,4839,10863,9757,11,3,3,5,28,24,50,2
[4.   8.92 8.92],26113,4695,10677,10741,9,2,2,5,22,22,39,3
[6.79 0.59 0.59],9650,8171,735,744,6,4,1,1,17,14,21,0
[6.79 0.59 2.24],11648,8263,698,2687,6,4,1,1,17,14,23,2
[6.79 0.59 4.  ],13628,8069,743,4816,8,4,1,3,21,21,29,3
[6.79 0.59 6.79],16857,8000,692,8165,9,4,1,4,23,23,34,3
[6.79 0.59 7.11],17433,8109,692,8632,8,4,0,4,20,18,29,2
[6.79 0.59 8.09],18868,8229,698,9941,10,4,1,5,25,25,35,3
[6.79 0.59 8.92],19526,8126,659,10741,10,4,0,6,24,22,34,2
[6.79 2.24 0.59],11645,8193,2712,740,7,5,1,1,20,16,23,0
[6.79 2.24 2.24],13662,8361,2692,2609,7,4,1,2,19,17,26,2
[6.79 2.24 4.  ],15503,8043,2612,4848,8,4,1,3,21,21,29,3
[6.79 2.24 6.79],19106,8122,2754,8230,10,4,1,5,25,25,35,3
[6.79 2.24 7.11],19234,8152,2689,8393,8,4,1,3,21,21,31,3
[6.79 2.24 8.09],20558,8197,2733,9628,10,4,1,5,25,22,34,2
[6.79 2.24 8.92],21640,8216,2692,10732,11,5,1,5,28,28,40,3
[6.79 4.   0.59],13659,8101,4850,708,6,4,1,1,17,17,24,3
[6.79 4.   2.24],15623,8126,4829,2668,6,4,1,1,17,17,23,3
[6.79 4.   4.  ],17766,8132,4793,4841,8,5,1,2,22,19,28,2
[6.79 4.   6.79],21231,8111,4866,8254,9,4,1,4,23,23,35,3
[6.79 4.   7.11],21631,8158,4930,8543,10,4,1,5,25,25,36,3
[6.79 4.   8.09],22896,8204,4905,9787,12,6,1,5,31,26,47,2
[6.79 4.   8.92],23866,8154,4846,10866,10,4,1,5,25,25,37,3
[6.79 6.79 0.59],16994,8128,8186,680,7,4,2,1,20,19,36,1
[6.79 6.79 2.24],18875,8071,8143,2661,7,4,2,1,20,20,34,3
[6.79 6.79 4.  ],21175,8114,8256,4805,9,4,2,3,24,22,41,1
[6.79 6.79 6.79],24496,8264,8178,8054,11,5,2,4,29,24,40,2
[6.79 6.79 7.11],24907,8197,8051,8659,9,3,2,4,23,23,40,3
[6.79 6.79 8.09],25881,8082,8054,9745,11,4,2,5,28,28,47,3
[6.79 6.79 8.92],26699,8148,8052,10499,11,4,2,5,28,28,48,3
[6.79 7.11 0.59],17248,8112,8470,666,8,4,1,3,21,20,30,1
[6.79 7.11 2.24],19461,8346,8416,2699,7,4,2,1,20,20,34,3
[6.79 7.11 4.  ],21390,8034,8563,4793,8,4,2,2,22,19,42,2
[6.79 7.11 6.79],24939,8076,8666,8197,10,4,3,3,27,25,44,1
[6.79 7.11 7.11],24961,8263,8432,8266,10,4,2,4,26,26,42,3
[6.79 7.11 8.09],26096,8104,8377,9615,12,5,2,5,31,27,43,2
[6.79 7.11 8.92],27321,8132,8573,10616,12,4,2,6,30,30,51,3
[6.79 8.09 0.59],18602,8206,9653,743,8,5,2,1,23,22,34,1
[6.79 8.09 2.24],20697,8125,9794,2778,7,4,2,1,20,20,39,3
[6.79 8.09 4.  ],22714,8039,9774,4901,10,5,2,3,27,27,47,3
[6.79 8.09 6.79],26026,8135,9841,8050,10,4,2,4,26,26,43,3
[6.79 8.09 7.11],26364,8051,9696,8617,12,5,2,5,31,27,47,2
[6.79 8.09 8.09],27541,8150,9753,9638,11,4,2,5,28,28,47,3
[6.79 8.09 8.92],28672,8307,9736,10629,11,4,2,5,28,28,45,3
[6.79 8.92 0.59],19654,8245,10696,713,10,7,2,1,29,23,34,2
[6.79 8.92 2.24],21673,8208,10774,2691,10,5,2,3,27,25,45,1
[6.79 8.92 4.  ],23813,8228,10739,4846,9,4,3,2,25,25,47,3
[6.79 8.92 6.79],26971,8011,10755,8205,11,4,2,5,28,28,47,3
[6.79 8.92 7.11],27430,8271,10710,8449,11,4,3,4,29,29,52,3
[6.79 8.92 8.09],28529,7997,10693,9839,13,5,3,5,34,29,48,2
[6.79 8.92 8.92],29681,8337,10621,10723,13,4,3,6,33,33,58,3
[7.11 0.59 0.59],9997,8596,684,717,6,4,1,1,17,16,23,1
[7.11 0.59 2.24],11829,8490,665,2674,7,4,2,1,20,15,23,0
[7.11 0.59 4.  ],14240,8622,768,4850,8,5,1,2,22,22,31,3
[7.11 0.59 6.79],17381,8531,680,8170,9,4,1,4,23,20,28,2
[7.11 0.59 7.11],17761,8471,699,8591,9,4,1,4,23,23,33,3
[7.11 0.59 8.09],19148,8589,676,9883,9,4,1,4,23,23,33,3
[7.11 0.59 8.92],19973,8422,741,10810,13,6,1,6,33,28,41,2
[7.11 2.24 0.59],11793,8343,2722,728,6,4,1,1,17,17,23,3
[7.11 2.24 2.24],13897,8568,2630,2699,6,4,1,1,17,17,25,3
[7.11 2.24 4.  ],15984,8529,2621,4834,8,4,1,3,21,21,29,3
[7.11 2.24 6.79],19539,8485,2734,8320,10,4,1,5,25,25,35,3
[7.11 2.24 7.11],19646,8454,2727,8465,9,4,1,4,23,23,32,3
[7.11 2.24 8.09],21137,8660,2750,9727,11,5,1,5,28,28,40,3
[7.11 2.24 8.92],21966,8518,2697,10751,10,4,1,5,25,25,35,3
[7.11 4.   0.59],14022,8629,4720,673,8,5,2,1,23,20,33,2
[7.11 4.   2.24],16212,8637,4802,2773,8,6,1,1,23,19,34,0
[7.11 4.   4.  ],18108,8470,4868,4770,7,4,1,2,19,19,30,3
[7.11 4.   6.79],21480,8562,4739,8179,9,4,1,4,23,23,34,3
[7.11 4.   7.11],22196,8613,4910,8673,13,7,2,4,35,29,47,2
[7.11 4.   8.09],23201,8574,4815,9812,11,4,2,5,28,28,46,3
[7.11 4.   8.92],24388,8574,4810,11004,11,4,1,6,27,27,39,3
[7.11 6.79 0.59],17285,8454,8125,706,7,4,2,1,20,17,32,2
[7.11 6.79 2.24],19464,8549,8176,2739,7,4,2,1,20,20,38,3
[7.11 6.79 4.  ],21596,8524,8178,4894,8,4,2,2,22,22,41,3
[7.11 6.79 6.79],24903,8570,8187,8146,11,5,2,4,29,25,43,2
[7.11 6.79 7.11],25214,8624,8135,8455,10,4,2,4,26,23,41,2
[7.11 6.79 8.09],26545,8562,8230,9753,11,4,2,5,28,28,46,3
[7.11 6.79 8.92],27252,8443,8084,10725,11,5,1,5,28,28,44,3
[7.11 7.11 0.59],17947,8684,8522,741,7,4,2,1,20,20,33,3
[7.11 7.11 2.24],19539,8503,8346,2690,7,4,2,1,20,17,34,2
[7.11 7.11 4.  ],22009,8577,8600,4832,10,6,2,2,28,23,39,2
[7.11 7.11 6.79],24931,8484,8399,8048,10,4,3,3,27,24,42,1
[7.11 7.11 7.11],25596,8497,8636,8463,10,4,2,4,26,26,42,3
[7.11 7.11 8.09],26646,8466,8563,9617,12,5,2,5,31,31,52,3
[7.11 7.11 8.92],27714,8351,8442,10921,12,4,2,6,30,30,50,3
[7.11 8.09 0.59],19015,8479,9827,709,7,4,2,1,20,20,33,3
[7.11 8.09 2.24],21260,8623,9906,2731,9,5,3,1,26,26,48,3
[7.11 8.09 4.  ],23005,8535,9798,4672,9,4,2,3,24,22,35,1
[7.11 8.09 6.79],26360,8604,9663,8093,10,5,2,3,27,27,47,3
[7.11 8.09 7.11],26772,8635,9638,8499,10,4,3,3,27,25,41,1
[7.11 8.09 8.09],28210,8559,9876,9775,11,4,2,5,28,28,50,3
[7.11 8.09 8.92],29033,8546,9701,10786,12,5,2,5,31,28,51,2
[7.11 8.92 0.59],19876,8476,10665,735,9,6,2,1,26,20,32,2
[7.11 8.92 2.24],21800,8468,10647,2685,8,4,3,1,23,23,44,3
[7.11 8.92 4.  ],24006,8550,10661,4795,8,4,2,2,22,22,40,3
[7.11 8.92 6.79],27246,8378,10733,8135,11,4,3,4,29,29,53,3
[7.11 8.92 7.11],27788,8455,10819,8514,12,4,3,5,31,31,55,3
[7.11 8.92 8.09],28942,8510,10748,9684,11,5,2,4,29,29,48,3
[7.11 8.92 8.92],30196,8713,10905,10578,12,4,3,5,31,31,55,3
[8.09 0.59 0.59],11115,9706,717,692,7,5,1,1,20,17,27,2
[8.09 0.59 2.24],13061,9726,697,2638,7,4,1,2,19,17,24,2
[8.09 0.59 4.  ],15251,9763,719,4769,7,5,0,2,19,17,27,2
[8.09 0.59 6.79],18478,9596,744,8138,9,4,1,4,23,23,33,3
[8.09 0.59 7.11],19042,9760,678,8604,11,5,1,5,28,28,41,3
[8.09 0.59 8.09],20179,9796,712,9671,9,4,1,4,23,23,33,3
[8.09 0.59 8.92],21250,9798,709,10743,10,4,1,5,25,23,35,2
[8.09 2.24 0.59],13118,9685,2723,710,7,5,1,1,20,17,23,2
[8.09 2.24 2.24],15017,9680,2646,2691,6,4,1,1,17,15,22,2
[8.09 2.24 4.  ],17201,9780,2688,4733,7,4,1,2,19,19,27,3
[8.09 2.24 6.79],20542,9678,2691,8173,10,5,1,4,26,26,37,3
[8.09 2.24 7.11],20817,9610,2684,8523,11,5,1,5,28,28,40,3
[8.09 2.24 8.09],22113,9839,2632,9642,11,5,1,5,28,28,40,3
[8.09 2.24 8.92],23012,9719,2751,10542,11,5,1,5,28,28,40,3
[8.09 4.   0.59],15235,9719,4811,705,7,5,1,1,20,20,28,3
[8.09 4.   2.24],17314,9885,4793,2636,9,7,1,1,26,21,33,2
[8.09 4.   4.  ],19109,9517,4900,4692,10,5,3,2,28,26,36,1
[8.09 4.   6.79],22723,9665,4829,8229,10,5,1,4,26,26,37,3
[8.09 4.   7.11],23140,9839,4883,8418,10,5,1,4,26,23,39,2
[8.09 4.   8.09],23962,9635,4618,9709,11,5,1,5,28,28,40,3
[8.09 4.   8.92],25177,9726,4759,10692,11,5,1,5,28,28,43,3
[8.09 6.79 0.59],18442,9658,8084,700,7,5,1,1,20,20,28,1
[8.09 6.79 2.24],20368,9498,8132,2738,7,4,2,1,20,17,33,2
[8.09 6.79 4.  ],22616,9687,8155,4774,9,5,2,2,25,25,43,3
[8.09 6.79 6.79],26028,9772,8040,8216,10,4,2,4,26,24,40,2
[8.09 6.79 7.11],26208,9654,7989,8565,11,5,2,4,29,29,52,3
[8.09 6.79 8.09],27587,9687,8174,9726,14,7,2,5,37,31,53,2
[8.09 6.79 8.92],28743,9723,8076,10944,12,5,2,5,31,31,54,3
[8.09 7.11 0.59],19199,9823,8669,707,8,5,2,1,23,23,41,3
[8.09 7.11 2.24],21004,9676,8640,2688,8,5,2,1,23,23,40,3
[8.09 7.11 4.  ],23003,9632,8588,4783,9,5,1,3,24,23,37,1
[8.09 7.11 6.79],26467,9808,8507,8152,13,6,3,4,35,35,62,3
[8.09 7.11 7.11],26743,9651,8513,8579,13,5,4,4,35,32,52,1
[8.09 7.11 8.09],27642,9555,8478,9609,12,5,2,5,31,26,48,2
[8.09 7.11 8.92],28858,9665,8395,10798,11,5,1,5,28,28,47,3
[8.09 8.09 0.59],20104,9725,9715,664,9,7,1,1,26,21,31,2
[8.09 8.09 2.24],22159,9721,9790,2648,10,5,3,2,28,26,42,1
[8.09 8.09 4.  ],24299,9768,9711,4820,10,6,1,3,27,24,41,2
[8.09 8.09 6.79],27610,9673,9844,8093,12,5,3,4,32,32,59,3
[8.09 8.09 7.11],27967,9799,9641,8527,12,4,3,5,31,31,58,3
[8.09 8.09 8.09],29102,9655,9727,9720,14,7,2,5,37,32,58,2
[8.09 8.09 8.92],29850,9639,9595,10616,13,5,2,6,33,33,59,3
[8.09 8.92 0.59],21197,9710,10762,725,8,5,2,1,23,23,40,3
[8.09 8.92 2.24],22742,9510,10563,2669,9,5,3,1,26,26,50,3
[8.09 8.92 4.  ],25486,9915,10613,4958,9,5,2,2,25,21,46,2
[8.09 8.92 6.79],28436,9584,10731,8121,11,4,3,4,29,29,53,3
[8.09 8.92 7.11],29221,9835,10700,8686,12,6,2,4,32,32,59,3
[8.09 8.92 8.09],30139,9696,10762,9681,12,5,2,5,31,31,52,3
[8.09 8.92 8.92],31073,9601,10734,10738,14,5,3,6,36,36,63,3
[8.92 0.59 0.59],12135,10739,689,707,7,5,1,1,20,19,27,1
[8.92 0.59 2.24],14051,10630,731,2690,7,5,1,1,20,17,29,2
[8.92 0.59 4.  ],16368,10767,689,4912,9,5,1,3,24,24,35,3
[8.92 0.59 6.79],19755,10858,725,8172,10,5,1,4,26,26,37,3
[8.92 0.59 7.11],20029,10707,696,8626,11,5,1,5,28,28,40,3
[8.92 0.59 8.09],20994,10598,706,9690,10,6,0,4,26,22,38,2
[8.92 0.59 8.92],22163,10756,717,10690,11,5,1,5,28,25,42,2
[8.92 2.24 0.59],14112,10678,2677,757,7,5,1,1,20,20,28,1
[8.92 2.24 2.24],16277,10887,2718,2672,7,5,1,1,20,20,28,3
[8.92 2.24 4.  ],18181,10684,2655,4842,10,6,1,3,27,23,36,2
[8.92 2.24 6.79],21539,10684,2671,8184,10,5,1,4,26,26,37,3
[8.92 2.24 7.11],21778,10677,2633,8468,10,5,1,4,26,26,37,3
[8.92 2.24 8.09],22915,10583,2682,9650,11,5,1,5,28,25,41,2
[8.92 2.24 8.92],24285,10868,2707,10710,12,5,1,6,30,30,43,3
[8.92 4.   0.59],16095,10581,4792,722,8,6,1,1,23,18,33,2
[8.92 4.   2.24],18395,10890,4812,2693,8,5,2,1,23,23,39,3
[8.92 4.   4.  ],20343,10774,4836,4733,9,5,1,3,24,24,35,3
[8.92 4.   6.79],23551,10539,4763,8249,10,5,1,4,26,26,39,3
[8.92 4.   7.11],23980,10647,4786,8547,10,5,1,4,26,24,40,2
[8.92 4.   8.09],25300,10729,4905,9666,14,7,2,5,37,31,50,2
[8.92 4.   8.92],26100,10648,4707,10745,13,6,2,5,34,34,55,3
[8.92 6.79 0.59],19540,10760,8066,714,8,5,1,2,22,21,36,1
[8.92 6.79 2.24],21743,10928,8052,2763,9,6,2,1,26,26,44,3
[8.92 6.79 4.  ],23543,10708,8003,4832,10,6,2,2,28,25,43,2
[8.92 6.79 6.79],26881,10616,8067,8198,11,6,2,3,30,30,53,3
[8.92 6.79 7.11],27410,10748,8185,8477,12,6,2,4,32,27,53,2
[8.92 6.79 8.09],28753,10852,8151,9750,13,6,2,5,34,34,56,3
[8.92 6.79 8.92],29745,10730,8320,10695,12,5,2,5,31,31,51,3
[8.92 7.11 0.59],19845,10678,8477,690,10,7,2,1,29,24,46,2
[8.92 7.11 2.24],22090,10738,8624,2728,10,5,3,2,28,25,41,1
[8.92 7.11 4.  ],23933,10724,8373,4836,10,5,2,3,27,27,47,3
[8.92 7.11 6.79],27358,10729,8536,8093,11,5,2,4,29,29,48,3
[8.92 7.11 7.11],27728,10693,8537,8498,11,5,2,4,29,29,48,3
[8.92 7.11 8.09],28764,10714,8420,9630,12,5,2,5,31,31,50,3
[8.92 7.11 8.92],29960,10743,8528,10689,12,5,2,5,31,31,51,3
[8.92 8.09 0.59],21149,10701,9738,710,8,5,2,1,23,23,39,3
[8.92 8.09 2.24],23016,10712,9644,2660,9,5,3,1,26,24,35,1
[8.92 8.09 4.  ],25094,10726,9575,4793,11,5,4,2,31,27,43,1
[8.92 8.09 6.79],28609,10675,9797,8137,11,5,2,4,29,29,53,3
[8.92 8.09 7.11],28510,10535,9636,8339,11,5,2,4,29,29,47,3
[8.92 8.09 8.09],30168,10807,9740,9621,13,6,2,5,34,34,56,3
[8.92 8.09 8.92],30811,10550,9557,10704,13,5,2,6,33,33,56,3
[8.92 8.92 0.59],22067,10552,10832,683,11,5,3,3,30,27,43,1
[8.92 8.92 2.24],24106,10705,10691,2710,10,5,4,1,29,26,44,1
[8.92 8.92 4.  ],26222,10543,10721,4958,11,5,3,3,30,30,54,3
[8.92 8.92 6.79],29573,10581,10833,8159,13,7,2,4,35,29,53,2
[8.92 8.92 7.11],29786,10566,10693,8527,11,5,2,4,29,29,54,3
[8.92 8.92 8.09],30920,10606,10742,9572,11,4,3,4,29,25,53,2
[8.92 8.92 8.92],31971,10566,10636,10769,13,5,3,5,34,34,61,3
